	gene	locus_tag	product	protein_id	EC_number
752	NA	SMb21238	Putative N-terminus of a pectate lyase, probably 	CAC49142.1	NA
753	NA	SMb21239	Putative pectate lysase, possibly truncated due 	CAC49143.1	4.2.2.2
754	NA	SMb21240	Putative MPA1 family auxiliary surface 	CAC49144.1	2.7.10.1
755	NA	SMb21241	Hypothetical protein	CAC49145.1	NA
756	NA	SMb21242	Putative glycosyltransferase	CAC49146.1	NA
757	NA	SMb21243	Putative sulfotransferase	CAC49147.1	2.8.2.23
758	NA	SMb21244	Hypothetical protein	CAC49148.1	NA
759	exoF3	SMb21245	Putative polysaccharide export outer membrane 	CAC49149.1	NA
760	NA	SMb21246	Undecaprenyl-phosphate galactose 	CAC49150.2	2.7.8.6
761	NA	SMb21247	Conserved hypothetical protein, possibly 	CAC49151.1	NA
762	NA	SMb21248	Probable pilin glycosylation protein	CAC49152.1	NA
763	NA	SMb21249	Putative sulfotransferase	CAC49153.1	2.8.2.2
764	NA	SMb21250	Putative glycosyltransferase	CAC49154.1	NA
765	NA	SMb21251	Conserved hypothetical membrane protein, similar 	CAC49155.1	NA
766	NA	SMb21252	Putative glycosyltransferase	CAC49156.1	NA
767	NA	SMb21253	Hypothetical protein	CAC49157.1	NA
768	NA	SMb21254	Conserved hypothetical protein	CAC49158.1	NA
769	NA	SMb21255	Hypothetical protein	CAC49159.1	NA
770	NA	SMb21256	Probable UDP-glucose/GDP-mannose dehydrogenase	CAC49160.1	1.1.1.22
771	NA	SMb21257	Hypothetical adenylate cyclase, truncated 	CAC49161.1	NA
772	NA	SMb21258	Hypothetical adenylate cyclase, truncated 	CAC49162.1	NA
773	NA	SMb21259	Hypothetical exported protein precursor	CAC49163.1	NA
774	NA	SMb21260	Putative mureinpeptideoligopeptide ABC 	CAC49164.1	NA
775	NA	SMb21261	Putative mureinpeptideoligopeptide ABC 	CAC49165.1	NA
776	NA	SMb21262	Putative mureinpeptideoligopeptide ABC 	CAC49166.1	NA
777	NA	SMb21263	Putative mureinpeptideoligopeptide ABC 	CAC49167.1	NA
778	redA	SMb21264	Putative membrane-anchored protein, slightly 	CAC49168.1	NA
779	redB	SMb21265	Putative glycosyltransferase	CAC49169.1	NA
780	NA	SMb21266	Putative glycosyl transferase	CAC49170.1	2.4.1.227
781	NA	SMb22011	Conserved hypothetical protein	CAQ51290.1	NA
782	NA	SMb21267	Hypothetical protein	CAC49171.1	NA
783	NA	SMb21268	Putative ABC transporter	CAC49172.1	NA
784	NA	SMb21269	Putative ABC transporter	CAC49173.1	NA
785	NA	SMb21270	Putative cAMP-dependent protein kinase	CAC49174.1	NA
786	NA	SMb21271	Putative methyltransferase	CAC49175.1	NA
787	NA	SMb21272	Putative lacI family transcritional regulator	CAC49176.1	NA
788	NA	SMb21273	ABC transporter, periplasmic solute-binding 	CAC49177.1	NA
789	NA	SMb21274	ABC transporter, permease	CAC49178.1	NA
790	NA	SMb21275	ABC transporter, permease	CAC49179.1	NA
791	NA	SMb21277	Hydrolase	CAC49181.1	NA
792	adeC2	SMb21278	Probable adenine deaminase	CAC49182.1	3.5.4.2
793	NA	SMb21279	Putative amidohydrolase, similar to hippurate 	CAC49183.1	3.5.1.32
794	NA	SMb21280	Putative protein, possibly a purinepyrimidine 	CAC49184.1	NA
795	NA	SMb21281	Putative integral membrane transporter protein, 	CAC49185.1	NA
796	NA	SMb22012	Hypothetical protein	CAQ51291.1	NA
797	NA	SMb21283	Putative allantoicase	CAC49187.1	3.5.3.4
798	NA	SMb21284	Probable chitooligosaccharide deacetylase	CAC49188.1	3.5.1.-
799	NA	SMb21285	Conserved hypothetical protein, 	CAC49189.1	NA
800	xdhA1	SMb21286	Probable xanthine dehydrogenase	CAC49190.1	1.17.1.4
801	xdhB1	SMb21287	Putative xanthine dehydrogenase	CAC49191.1	1.17.1.4
802	xdhC	SMb21288	Probable xanthine dehydrogenase	CAC49192.1	NA
803	NA	SMb21289	Putative protein, may interact with ubiquitin	CAC49193.1	NA
804	NA	SMb21290	Putative NADPH quinone oxidoreductase	CAC49194.1	1.6.5.5
805	NA	SMb21291	Putative transcriptional regulator, lysR family 	CAC49195.1	NA
806	NA	SMb21292	Conserved hypothetical membrane protein, 	CAC49196.1	NA
807	guaD1	SMb21293	Putative guanine deaminase	CAC49197.1	3.5.4.3
808	NA	SMb21294	Putative small heat shock protein, hsp20 family	CAC49198.1	NA
809	NA	SMb21295	Putative small heat shock protein, hsp20 family	CAC49199.1	NA
810	NA	SMb21296	Hypothetical protein	CAC49200.1	NA
811	pbpC	SMb21297	Probable bifunctional penicillin-binding 	CAC49201.1	NA
812	NA	SMb21298	Conserved hypothetical protein, possibly 	CAC49202.1	NA
813	deoR	SMb21299	Putative transcriptional regulator, DeoR family 	CAC49203.1	NA
814	deoC	SMb21300	Putative deoxyribose-phosphate aldolase	CAC49204.1	4.1.2.4
815	NA	SMb21301	Aldehyde dehydrogenase (NAD+)	CAC49205.1	1.2.1.3
816	NA	SMb21302	Putative fucose operon fucU protein	CAC49206.1	NA
817	NA	SMb21303	Hypothetical membrane-anchored protein	CAC49207.1	NA
818	NA	SMb21304	Putative NG,NG-dimethylarginine 	CAC49208.1	3.5.3.18
819	merA2	SMb21143	Putative FAD-dependent pyridine 	CAC49209.1	1.16.1.1
820	NA	SMb21144	Putative choline uptake ABC transporter 	CAC49210.1	NA
821	NA	SMb21145	Putative choline uptake ABC transporter 	CAC49211.1	NA
822	NA	SMb21146	Putative ABC transporter	CAC49212.1	3.6.3.25
823	NA	SMb21147	Putative choline uptake ABC transporter 	CAC49213.1	NA
824	NA	SMb21148	Probable oxidoreductase	CAC49214.1	1.-.-.-
825	NA	SMb21149	ABC transporter, permease	CAC49215.1	NA
826	NA	SMb21150	ABC transporter, permease	CAC49216.1	NA
827	NA	SMb21151	ABC transporter, periplasmic solute-binding 	CAC49217.1	NA
828	NA	SMb21152	ABC transporter, ATP-binding protein	CAC49218.1	NA
829	NA	SMb21153	Putative acetyltransferase	CAC49219.1	NA
830	NA	SMb21154	Hypothetical protein, bleomycin resistance 	CAC49220.1	NA
831	NA	SMb21155	Conserved hypothetical protein	CAC49221.1	NA
832	NA	SMb21156	Hypothetical protein	CAC49222.1	NA
833	NA	SMb21157	Putative translation initiation inhibitor	CAC49223.1	NA
834	NA	SMb21158	Putative transcriptional regulator, probably of 	CAC49224.1	NA
835	NA	SMb21159	Putative short-chain dehydrogenase	CAC49225.1	1.1.1.100
836	hexA	SMb21160	Beta-N-acetylhexosaminidase	CAC49226.1	3.2.1.52
837	NA	SMb21161	Conserved hypothetical protein	CAC49227.1	NA
838	NA	SMb21162	Putative MFS permease	CAC49228.1	NA
839	hutU	SMb21163	Putative urocanate hydratase (urocanase)	CAC49229.1	4.2.1.49
840	hutG	SMb21164	Putative formiminoglutamase	CAC49230.1	3.5.3.8
841	hutH1	SMb21165	Putative histidine ammonia-lyase histidase	CAC49231.1	4.3.1.3
842	hutI	SMb21166	Putative imidazolonepropionase	CAC49232.1	3.5.2.7
843	NA	SMb21167	Reverse transcriptase	CAC49233.1	2.7.7.49
844	NA	SMb21168	Putative integral membrane transporter	CAC49234.1	NA
845	NA	SMb21169	Putative transcriptional regulator, arsR family 	CAC49235.1	NA
846	nitR	SMb21170	Guanylate kinase, regulates hmgA	CAC49236.1	2.7.4.8
847	phnM	SMb21171	Putative hydrolase	CAC49237.1	NA
848	NA	SMb21172	Hypothetical protein	CAC49238.1	NA
849	NA	SMb22025	Hypothetical protein	CAQ51292.1	NA
850	NA	SMb21173	Hypothetical protein	CAC49239.1	NA
851	phoT	SMb21174	Phosphate uptake ABC transporter permease	CAC49240.1	NA
852	phoE	SMb21175	Phosphate uptake ABC transporter permease	CAC49241.1	NA
853	phoD	SMb21176	Phosphate uptake ABC transporter periplasmic 	CAC49242.1	NA
854	phoC	SMb21177	Phosphate uptake ABC transporter ATP-binding 	CAC49243.1	NA
855	NA	SMb21178	Putative membrane protein, similar to 	CAC49244.1	NA
856	NA	SMb21179	Putative FAD-dependent glycerol-3-phosphate 	CAC49245.1	1.1.99.-
857	NA	SMb21180	Putative transcriptional regulator, LysR family 	CAC49246.1	NA
858	NA	SMb21181	Putative glutaryl-CoA dehydrogenase	CAC49247.1	1.3.99.7
859	NA	SMb21182	Carnitine dehydratase	CAC49248.1	4.2.1.89
860	htpG	SMb21183	Probable chaperonine, heat shock hsp90 proteins 	CAC49249.1	NA
861	ackA2	SMb21184	Putative acetate kinase (acetokinase)	CAC49250.1	2.7.2.1
862	gabD2	SMb21185	Putative succinate-semialdehyde dehydrogenase 	CAC49251.1	1.2.1.16
863	gabT	SMb21186	Putative 4-aminobutyrate aminotransferase	CAC49252.1	2.6.1.19
864	NA	SMb21187	Putative protein, similar to transcriptional 	CAC49253.1	NA
865	NA	SMb21188	Putative acyltransferase, possibly 	CAC49254.1	NA
866	NA	SMb21189	Putative glycosyltransferase	CAC49255.1	NA
867	NA	SMb21190	Putative glycosyltransferase	CAC49256.1	NA
868	msbA2	SMb21191	ABC transporter, ATP-binding and permease 	CAC49257.1	NA
869	cbbA2	SMb21192	Putative fructose-bisphosphate aldolase	CAC49258.1	4.1.2.13
870	NA	SMb21196	ABC transporter, periplasmic solute-binding 	CAC49261.1	NA
871	NA	SMb21197	ABC transporter, permease	CAC49262.1	NA
872	NA	SMb21198	ABC transporter, permease	CAC49263.1	NA
873	NA	SMb21199	ABC transporter, ATP-binding protein	CAC49264.1	NA
874	NA	SMb21200	Putative two-component response regulator	CAC49265.1	NA
875	NA	SMb21201	Putative two-component sensor histidine kinase	CAC49266.1	2.7.3.-
876	NA	SMb21202	Probable dioxygenase	CAC49267.1	1.13.11.-
877	NA	SMb21203	Putative esteraselipase/thioesterase	CAC49268.1	NA
878	NA	SMb21666	Hypothetical protein	CAC49269.1	NA
879	NA	SMb21204	Probable ABC transporter	CAC49270.1	NA
880	NA	SMb21205	Probable inner-membrane ABC transporter	CAC49271.1	NA
881	NA	SMb21206	Putative ABC transporter ATP-binding protein, 	CAC49272.1	NA
882	NA	SMb21207	Putative protein secretion protein, HlyD family	CAC49273.1	NA
883	NA	SMb21208	Putative transcriptional regulator, TetR family 	CAC49274.2	NA
884	NA	SMb21209	Putative two-component sensor histidine kinase	CAC49275.1	2.7.3.-
885	NA	SMb21210	Putative two-component response regulator	CAC49276.1	NA
886	NA	SMb21211	Putative membrane protein	CAC49277.1	NA
887	NA	SMb21212	Putative protein	CAC49278.1	NA
888	NA	SMb21667	Hypothetical protein	CAC49279.1	NA
889	pphA	SMb21213	Putative serinethreonine protein phosphatase	CAC49280.1	3.1.3.16
890	orf24	SMb21214	2-deoxyglucose-6-phosphatase	CAC49281.1	3.1.3.68
891	orf23	SMb21215	Putative dipeptide uptake ABC transporter 	CAC49282.1	NA
892	wgeH	SMb21307	Hypothetical protein WgeH (formerly ExpE8)	CAC49283.1	NA
893	wgeG	SMb21308	Putative glycosyltransferase, forming alpha 	CAC49284.1	NA
894	wgeF	SMb21309	Putative membrane protein WgeF (formerly ExpE6)	CAC49285.1	NA
895	wgeE	SMb21310	Putative membrane protein WgeE (formerly ExpE5)	CAC49286.1	NA
896	wgeD	SMb21311	Putative glycosyltransferase, forming 	CAC49287.1	NA
897	wgeC	SMb21312	Putative methyltransferase protein WgeC 	CAC49288.1	NA
898	wgeB	SMb21313	Putative bifunctional glycosyltransferase, 	CAC49289.1	NA
899	wgeA	SMb21314	RTX toxins and related Ca2+-binding proteins	CAC49290.1	NA
900	wgdB	SMb21315	Membrane-fusion protein	CAC49291.1	NA
901	wgdA	SMb21316	ABC transporter, type I secretion system ATPase, 	CAC49292.1	NA
902	wggR	SMb21317	Transcriptional activator of exopolysaccharide 	CAC49293.1	NA
903	wgcA	SMb21318	Putative glycosyltransferase, forming 	CAC49294.1	NA
904	wgaA	SMb21319	Putative membrane protein WgaA (formerly ExpA1)	CAC49295.1	NA
905	wgaB	SMb21320	Putative bifunctional glycosyltransferase, 	CAC49296.1	NA
906	wgaD	SMb21321	Putative membrane-anchored protein WgaD 	CAC49297.1	NA
907	wgaE	SMb21322	Putative membrane-anchored protein WgaE 	CAC49298.1	NA
908	wgaF	SMb21323	Putative protein WgaF (formerly ExpA6), probably 	CAC49299.1	NA
909	wgaG	SMb21324	Putative glucose-1-phosphate thymidyltransferase 	CAC49300.1	2.7.7.24
910	wgaH	SMb21325	Putative dTDP-4-dehydrorhamnose 3,5-epimerase 	CAC49301.1	5.1.3.13
911	wgaI	SMb21326	Putative dTDP-D-glucose 4,6-dehydratase protein 	CAC49302.1	4.2.1.46
912	wgaJ	SMb21327	Putative dTDP-4-dehydrorhamnose reductase 	CAC49303.1	1.1.1.133
913	NA	SMb21328	Putative protein deacetylase	CAC49304.1	NA
914	NA	SMb21329	Hypothetical exported peptide protein	CAC49305.1	NA
915	NA	SMb21330	Hypothetical protein with amino acid permeases 	CAC49306.2	NA
916	NA	SMb21331	Hypothetical protein	CAC49307.1	NA
917	NA	SMb21332	Hypothetical protein	CAC49308.1	NA
918	NA	SMb21333	Hypothetical protein	CAC49309.1	NA
919	NA	SMb21334	Hypothetical exported glutamine-rich protein	CAC49310.1	NA
920	NA	SMb21335	Conserved putative membrane protein, possibly a 	CAC49311.1	NA
921	NA	SMb21336	Putative transcriptional regulator, AraC family 	CAC49312.1	NA
922	NA	SMb21337	Carbon-monoxide dehydrogenase (acceptor)	CAC49313.1	1.2.99.2
923	NA	SMb21338	Putative molybdopterin binding protein, probably 	CAC49314.1	NA
924	NA	SMb21339	Putative protein, similar to N-terminal part of 	CAC49315.1	NA
925	NA	SMb21340	Putative protein	CAC49316.1	1.17.1.4
926	NA	SMb21341	Hypothetical protein	CAC49317.1	NA
927	NA	SMb21342	ABC transporter, permease, likely transports 	CAC49318.1	NA
928	NA	SMb21343	ABC transporter, permease	CAC49319.1	NA
929	NA	SMb21344	ABC transporter, ATP-binding protein, likely 	CAC49320.1	NA
930	NA	SMb21345	ABC transporter, periplasmic solute-binding 	CAC49321.1	NA
931	NA	SMb21346	Putative transcriptional regulator, LacI family 	CAC49322.1	NA
932	NA	SMb21347	Putative pectin degradation protein	CAC49323.1	NA
933	NA	SMb21348	Putative 2-deoxy-D-gluconate 3-dehydrogenase	CAC49324.1	1.1.1.125
934	NA	SMb21349	Putative 4-deoxy-L-threo-5-hexulose-uronate 	CAC49325.1	5.3.1.17
935	NA	SMb21350	Putative transcriptional regulator, GntR family 	CAC49326.1	NA
936	NA	SMb21351	ABC transporter, permease	CAC49327.1	NA
937	NA	SMb21352	ABC transporter, permease	CAC49328.1	NA
938	NA	SMb21353	ABC transporter, periplasmic solute-binding 	CAC49329.1	NA
939	uxaC	SMb21354	Putative glucuronate isomerase (uronic 	CAC49330.1	5.3.1.12
940	NA	SMb21355	Putative oxidoreductase	CAC49331.1	1.1.99.28
941	NA	SMb21356	Conserved hypothetical membrane protein	CAC49332.1	NA
942	NA	SMb21357	Hypothetical membrane protein	CAC49333.1	NA
943	NA	SMb21358	Putative isochorismatase	CAC49334.1	NA
944	NA	SMb21359	Putative transcriptional activator, LysR family, 	CAC49335.1	NA
945	NA	SMb21360	Putative transcriptional activator, LysR family, 	CAC49336.1	NA
946	NA	SMb21361	Hypothetical membrane-anchored protein	CAC49337.1	NA
947	NA	SMb21362	Hypothetical membrane-anchored protein	CAC49338.1	NA
948	NA	SMb21668	Hypothetical protein	CAC49339.1	NA
949	NA	SMb21363	Conserved hypothetical membrane protein	CAC49340.1	NA
950	NA	SMb21364	Putative membrane-anchored oxidoreductase, 	CAC49341.1	NA
951	NA	SMb21365	Hypothetical membrane protein	CAC49342.1	NA
952	NA	SMb21669	Hypothetical protein	CAC49343.1	NA
953	NA	SMb21366	Hypothetical membrane protein	CAC49344.1	NA
954	cycA	SMb21367	Putative cytochrome c class I protein, probably 	CAC49345.1	NA
955	NA	SMb21368	Putative cytochrome c oxidase chain II	CAC49346.1	1.9.3.1
956	NA	SMb21369	Conserved hypothetical protein	CAC49347.1	NA
957	NA	SMb21370	Probable cytochrome c oxidase	CAC49348.1	1.9.3.1
958	NA	SMb21371	Putative membrane protein	CAC49349.1	NA
959	NA	SMb21372	Putative transcriptional regulator, LacI family 	CAC49350.1	NA
960	NA	SMb21373	Probable tagatose 6-phosphate kinase	CAC49351.1	2.7.1.144
961	NA	SMb21374	Fructokinase	CAC49352.1	2.7.1.4
962	NA	SMb21375	ABC transporter, permease, may be involved in 	CAC49353.1	NA
963	NA	SMb21376	ABC transporter, ATP-binding protein, may be 	CAC49354.1	NA
964	NA	SMb21377	ABC transporter, periplasmic solute-binding 	CAC49355.1	NA
965	NA	SMb21378	Hypothetical protein	CAC49356.1	NA
966	NA	SMb21379	Conserved hypothetical protein	CAC49357.1	NA
967	NA	SMb21380	Catechol 1,2-dioxygenase	CAC49358.1	1.13.11.1
968	NA	SMb21381	Hypothetical membrane protein	CAC49359.1	NA
969	NA	SMb21382	Hypothetical protein	CAC49360.1	NA
970	NA	SMb21383	3-oxoacyl-[acyl-carrier-protein] reductase	CAC49361.1	1.1.1.100
971	NA	SMb21384	3-oxoacyl-[acyl-carrier-protein] reductase	CAC49362.1	1.1.1.100
972	NA	SMb21385	Putative transcriptional regulator, AraC family 	CAC49363.1	NA
973	NA	SMb21525	Aspartate transaminase	CAC49364.1	2.6.1.1
974	tauA	SMb21526	ABC transporter, periplasmic solute-binding 	CAC49365.1	NA
975	tauB	SMb21527	ABC transporter, ATP-binding protein	CAC49366.1	NA
976	tauC	SMb21528	Putative taurine uptake ABC transporter 	CAC49367.1	NA
977	NA	SMb21670	Conserved hypothetical protein	CAC49368.2	NA
978	tauD	SMb21529	Taurine dehydrogenase	CAC49369.1	1.4.99.2
979	NA	SMb21530	Sulfoacetaldehyde acetyltransferase	CAC49370.1	2.3.3.15
980	NA	SMb21531	Putative membrane protein	CAC49371.1	NA
981	pta	SMb21532	Putative phosphate acetyltransferase	CAC49372.1	2.3.1.8
982	NA	SMb21533	Putative transcriptional regulator	CAC49373.1	NA
983	NA	SMb21534	Dimethylglycine dehydrogenase	CAC49374.1	1.5.99.2
984	NA	SMb21535	Putative transcriptional regulator, lysR family 	CAC49375.1	NA
985	NA	SMb21536	Probable Na+/phosphate symporter	CAC49376.1	NA
986	NA	SMb21537	2-aminoethylphosphonate-pyruvate transaminase	CAC49377.1	2.6.1.37
987	phnA	SMb21538	Probable phosphonoacetate hydrolase	CAC49378.1	3.6.1.9
988	NA	SMb21539	Aldehyde dehydrogenase (NAD+)	CAC49379.1	1.2.1.3
989	NA	SMb21671	Hypothetical protein	CAC49380.1	NA
990	NA	SMb21540	Putative iron uptake ABC transporter periplasmic 	CAC49381.1	NA
991	NA	SMb21541	Putative iron ABC transporter ATP-binding 	CAC49382.1	NA
992	NA	SMb21542	Putative iron uptake ABC transporter permease	CAC49383.1	NA
993	NA	SMb21543	Putative hemolysin-adenlyate cyclase	CAC49384.1	4.6.1.1
994	NA	SMb21544	Hypothetical exported protein	CAC49385.1	NA
995	NA	SMb21545	Putative two-component response regulator	CAC49386.1	NA
996	NA	SMb21546	Putative two-component sensor histidine kinase	CAC49387.1	NA
997	NA	SMb21547	Hypothetical protein	CAC49388.1	NA
998	NA	SMb21548	Hypothetical protein	CAC49389.1	NA
999	thtR	SMb21549	Putative exported sulfurtransferase, Rhodanese 	CAC49390.1	2.8.1.1
1000	NA	SMb21550	Conserved hypothetical protein	CAC49391.1	NA
1001	NA	SMb21551	Hypothetical protein	CAC49392.1	NA
1002	aacC4	SMb21552	Putative aminoglycoside 6'-N-acetyltransferase, 	CAC49393.1	2.3.1.82
1003	NA	SMb22013	Hypothetical protein	CAQ51293.1	NA
1004	NA	SMb21554	Hypothetical protein	CAC49394.1	NA
1005	kefB2	SMb21555	Probable glutathione-regulated potassium-efflux 	CAC49395.1	NA
1006	NA	SMb21556	Putative aldehyde or xanthine dehydrogenase	CAC49396.1	1.17.1.4
1007	NA	SMb21557	Probable oxidoreductase	CAC49397.1	1.17.3.2
1008	NA	SMb21558	Carbon-monoxide dehydrogenase (acceptor)	CAC49398.1	1.2.99.2
1009	NA	SMb21559	Putative transcriptional regulator, araC family 	CAC49399.1	NA
1010	NA	SMb21560	Putative two component sensor histidine kinase	CAC49400.1	NA
1011	NA	SMb21561	Putative two-component response regulator	CAC49401.1	NA
1012	NA	SMb21562	Hypothetical membrane-anchored protein	CAC49402.1	NA
1013	NA	SMb21563	Putative transcriptional regulator	CAC49403.1	NA
1014	NA	SMb21564	Hypothetical protein	CAC49404.1	NA
1015	NA	SMb21565	Hypothetical protein	CAC49405.1	NA
1016	groEL5	SMb21566	Putative heat shock protein GroEL	CAC49406.1	NA
1017	groES5	SMb22023	10 kDa chaperonin	CAQ51294.1	NA
1018	NA	SMb21568	Putative Usg protein	CAC49408.1	NA
1019	NA	SMb21569	Hypothetical protein	CAC49409.1	NA
1020	stcD	SMb21570	N-methylproline demethylase	CAC49410.1	1.-.-.-
1021	NA	SMb21571	Putative transcriptional regulator TetR family 	CAC49411.1	NA
1022	NA	SMb21572	Putative amino acid uptake ABC transporter 	CAC49412.1	NA
1023	NA	SMb21573	Hypothetical exported protein	CAC49413.1	NA
1024	NA	SMb21574	Putative protein similar to sensor histidine 	CAC49414.1	NA
1025	NA	SMb21575	Putative major facilitator superfamily 	CAC49415.1	NA
1026	NA	SMb21576	Putative regulatory protein, arsR family	CAC49416.1	NA
1027	NA	SMb21577	Hypothetical protein	CAC49417.1	NA
1028	atcU2	SMb21578	Cu2+-exporting ATPase	CAC49418.1	3.6.3.4
1029	hmrR2	SMb21579	Putative transcriptional regulator, merR family 	CAC49419.1	NA
1030	NA	SMb21580	Conserved hypothetical membrane protein	CAC49420.1	NA
1031	NA	SMb21581	Putative glycosyltransferase, similar to 	CAC49421.1	NA
1032	NA	SMb21582	Putative exoD-like membrane protein	CAC49422.1	NA
1033	NA	SMb21583	Hypothetical protein	CAC49423.1	NA
1034	NA	SMb21584	Hypothetical protein	CAC49424.1	NA
1035	NA	SMb21585	Conserved hypothetical protein	CAC49425.2	NA
1036	gshB2	SMb21586	Putative glutathione synthetase	CAC49426.1	6.3.2.3
1037	NA	SMb21587	Sugar ABC transporter, periplasmic 	CAC49427.1	NA
1038	NA	SMb21588	Sugar ABC transporter ATP-binding protein, may 	CAC49428.1	NA
1039	NA	SMb21589	Sugar ABC transporter, permease	CAC49429.1	NA
1040	NA	SMb21590	Sugar ABC transporter, permease	CAC49430.1	NA
1041	NA	SMb21591	Putative transcriptional regulator, gntR family 	CAC49431.1	NA
1042	NA	SMb21592	Putative sugar uptake ABC transporter 	CAC49432.1	NA
1043	NA	SMb21593	Putative sugar uptake ABC transporter permease	CAC49433.1	NA
1044	NA	SMb21594	Putative sugar uptake ABC transporter permease	CAC49434.1	NA
1045	NA	SMb21595	Putative sugar uptake ABC transporter 	CAC49435.1	NA
1046	NA	SMb21596	Conserved hypothetical protein	CAC49436.1	NA
1047	NA	SMb21597	Putative oxidoreductase	CAC49437.1	1.1.99.28
1048	NA	SMb21598	Putative transcriptional regulator	CAC49438.1	NA
1049	NA	SMb21599	Hypothetical exported protein	CAC49439.1	NA
1050	ampC	SMb21600	Putative exported beta-lactamase	CAC49440.1	3.5.2.6
1051	NA	SMb21601	Putative transcriptional regulator	CAC49441.1	NA
1052	NA	SMb21602	Putative sugar uptake ABC transporter permease	CAC49442.1	NA
1053	NA	SMb21603	Putative sugar uptake ABC transporter permease	CAC49443.1	NA
1054	NA	SMb21604	Putative sugar uptake ABC transporter 	CAC49444.1	NA
1055	NA	SMb21605	Putative sugar uptake ABC transporter 	CAC49445.1	NA
1056	abfA	SMb20924	Putative alpha-L-arabinofuranosidase	CAC49446.1	3.2.1.55
1057	NA	SMb21672	Hypothetical protein	CAC49447.1	NA
1058	NA	SMb20925	Conserved hypothetical membrane protein	CAC49448.1	NA
1059	NA	SMb20926	Hypothetical exported protein	CAC49449.1	NA
1060	NA	SMb20927	Hypothetical exported protein	CAC49450.1	NA
1061	NA	SMb20928	Putative exported carboxyl-terminal protease	CAC49451.1	NA
1062	NA	SMb20929	ABC transporter, permease	CAC49452.1	NA
1063	NA	SMb20930	Putative sugar uptake ABC transporter 	CAC49453.1	3.6.3.17
1064	NA	SMb20931	ABC transporter, periplasmic solute-binding 	CAC49454.1	NA
1065	exsH	SMb20932	Glucan endo-1,3-beta-D-glucosidase	CAC49455.1	3.2.1.39
1066	exsG	SMb20933	Putative two-component sensor histidine kinase	CAC49456.1	NA
1067	exsF	SMb20934	Putative two-component response regulator	CAC49457.1	NA
1068	exsI	SMb20935	Putative transcriptional regulator	CAC49458.1	NA
1069	NA	SMb20936	Hypothetical protein	CAC49459.1	NA
1070	exsE	SMb20937	Putative ABC transporter protein consisting of 	CAC49460.1	NA
1071	exsD	SMb20938	Hypothetical conserved protein	CAC49461.1	NA
1072	exsC	SMb20939	6-pyruvoyltetrahydropterin synthase	CAC49462.1	4.2.3.12
1073	exsB	SMb20940	Probable succinoglycan biosynthesis regulator	CAC49463.1	NA
1074	exsA	SMb20941	MsbA-like saccharide exporting ABC transporter 	CAC49464.1	NA
1075	exoB	SMb20942	UDP glucose 4-epimerase	CAC49465.1	5.1.3.2
1076	exoZ	SMb20943	Acetyltransferase	CAC49466.1	NA
1077	exoQ	SMb20944	Putative polysaccharide polymerase, similar to 	CAC49467.1	NA
1078	exoF1	SMb20945	Periplasmic protein involved in polysaccharide 	CAC49468.1	NA
1079	exoY	SMb20946	Exopolysaccharide production protein, probable 	CAC49469.1	2.7.8.6
1080	exoX	SMb20947	Post-transcriptional regulator, repressor 	CAC49470.1	NA
1081	exoU	SMb20948	Glucosyltransferase	CAC49471.1	2.-.-.-
1082	exoV	SMb20949	Putative pyruvyltransferase	CAC49472.1	NA
1083	exoW	SMb21690	Glucosyltransferase	CAC49473.1	2.4.1.-
1084	exoT	SMb20950	Probable exopolysaccharide transport protein	CAC49474.1	NA
1085	NA	SMb21673	Hypothetical protein	CAC49475.1	NA
1086	exoI	SMb20951	Probable exopolysaccharide biosynthesis protein	CAC49476.1	NA
1087	NA	SMb20952	Hypothetical protein	CAC49477.1	NA
1088	NA	SMb20953	Hypothetical exported protein	CAC49478.1	NA
1089	exoH	SMb20954	Succinyltransferase	CAC49479.1	NA
1090	exoK	SMb20955	Licheninase	CAC49480.1	3.2.1.73
1091	exoL	SMb20956	Putative glucosyltransferase	CAC49481.1	NA
1092	exoA	SMb20957	Glycosyltransferase, succinoglycan biosynthesis 	CAC49482.1	2.-.-.-
1093	exoM	SMb20958	Probable succinoglycan biosynthesis protein	CAC49483.1	2.-.-.-
1094	exoO	SMb20959	Probable exopolysaccharide biosynthesis protein 	CAC49484.1	2.-.-.-
1095	exoN	SMb20960	UDPglucose pyrophosphorylase	CAC49485.1	2.7.7.9
1096	exoP	SMb20961	Protein-tyrosine kinase	CAC49486.1	2.7.10.1
1097	thiD	SMb20962	Probable phoshomethylpyrimidine kinase	CAC49487.1	2.7.4.7
1098	NA	SMb20963	Hypothetical protein	CAC49488.1	NA
1099	NA	SMb20964	Peroxidase	CAC49489.1	1.11.1.7
1100	NA	SMb20965	Probable beta-lactamase	CAC49490.1	3.5.1.46
1101	lacZ2	SMb20966	Putative beta-galactosidase	CAC49491.1	3.2.1.23
1102	NA	SMb20967	Putative transcriptional regulator, lacI family 	CAC49492.1	NA
1103	NA	SMb20968	Putative glycogen debranching enzyme	CAC49493.1	NA
1104	NA	SMb20969	Putative sugar ABC transporter	CAC49494.1	NA
1105	NA	SMb20970	Putative sugar uptake ABC transporter permease	CAC49495.1	NA
1106	NA	SMb20971	Putative sugar uptake ABC transporter 	CAC49496.1	NA
1107	NA	SMb20972	Putative sugar ABC transporter	CAC49497.1	NA
